SKU_ID,Mfg_Part_Num,Part_Desc,E1_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,Classpath,MOBILE_DESC,INVOICE_DESC,UNSPSC,ATTRIBUTE_LABEL_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_UOM_1,ATTRIBUTE_LABEL_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_UOM_2,ATTRIBUTE_LABEL_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_UOM_3,ATTRIBUTE_LABEL_4,ATTRIBUTE_VALUE_4,ATTRIBUTE_UOM_4,ATTRIBUTE_LABEL_5,ATTRIBUTE_VALUE_5,ATTRIBUTE_UOM_5
GT200-SKU-150,TYPE-X-V15,Fire-Rated Type X Gypsum Board 5/8 in x 4 ft x 8 ft Variant 15,-- Unbranded --,Certainteed Gypsum (2765),Certainteed Gypsum,CertainTeed®,CertainTeed,Building Materials>Drywall>Gypsum Panels,"• CertainTeed® Fire-Rated Type X Gypsum Board 5/8 in x 4 ft x 8 ft
• High Durability Industrial Grade",CERTAINTEED FIRE-RATED TYPE X GYPSUM BOARD,40100149,Thickness,5/8,in,Width,4,ft,Length,8,ft,Fire Rating,Type X,,Edge Detail,Tapered,
GT200-SKU-151,PDSH4816AF-V16,PDSH4816AF Dishwasher SS Built-In Variant 16,-- Unbranded --,Appliance Dealers Cooperative (APPDE),Rheem Manufacturing,FRIGIDAIRE®,FRIGIDAIRE,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"• FRIGIDAIRE® PDSH4816AF Dishwasher SS Built-In
• High Durability Industrial Grade",FRIGIDAIRE PDSH4816AF DISHWASHER SS BUILT,40100150,Voltage Rating,120,V,Amperage Rating,15,A,Sound Level,47,dBA,Material,Stainless Steel,,Depth With Door Open,50-1/4,in
GT200-SKU-152,WDTS7024RZ-V16,WDTS7024RZ Eco Series Dishwasher SS Variant 16,-- Unbranded --,Appliance Dealers Cooperative (APPDE),Whirlpool Corporation,Whirlpool®,Whirlpool,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"• Whirlpool® WDTS7024RZ Eco Series Dishwasher SS
• High Durability Industrial Grade",WHIRLPOOL WDTS7024RZ ECO SERIES DISHWASH,40100151,Voltage Rating,120,V,Amperage Rating,10,A,Sound Level,41,dBA,Material,Stainless Steel,,Depth With Door Open,50-3/16,in
GT200-SKU-153,D0724A-V16,Framing Saw Blade 7-1/4 in 24T Variant 16,-- Unbranded --,Freud Inc (2435),Freud Inc,Diablo®,Diablo,Tools & Hardware>Power Tool Accessories>Saw Blades,"• Diablo® Framing Saw Blade 7-1/4 in 24T
• High Durability Industrial Grade",DIABLO FRAMING SAW BLADE 7-1/4 IN 24T,40100152,Blade Diameter,7-1/4,in,Number of Teeth,24,,Arbor Size,5/8,in,Kerf Thickness,0.059,in,Material,Carbide,
GT200-SKU-154,3MABR-V16,Cubitron II Cut-Off Wheel 4-1/2 in Variant 16,-- Unbranded --,3 M Co (5293),3 M Co,3M®,3M,Tools & Hardware>Abrasives>Bonded Abrasives>Cut-Off Wheels,"• 3M® Cubitron II Cut-Off Wheel 4-1/2 in
• High Durability Industrial Grade",3M CUBITRON II CUT-OFF WHEEL 4-1/,40100153,Wheel Diameter,4-1/2,in,Thickness,0.045,in,Arbor Hole Size,7/8,in,Maximum Speed,13300,rpm,Abrasive Material,Precision Shaped Grain,
GT200-SKU-155,AUTONET-V16,Abranet 6 in Grip Mesh Disc 180 Grit Variant 16,-- Unbranded --,Mirka Abrasives Inc (MIRUS),Mirka Abrasives Inc,Mirka®,Mirka,Tools & Hardware>Abrasives>Coated Abrasives>Sanding Discs,"• Mirka® Abranet 6 in Grip Mesh Disc 180 Grit
• High Durability Industrial Grade",MIRKA ABRANET 6 IN GRIP MESH DISC 18,40100154,Disc Diameter,6,in,Grit,180,,Backing Weight,Mesh,,Abrasive Material,Aluminum Oxide,,Attachment Type,Grip,
GT200-SKU-156,KRAFTFORM-V16,Kraftform Plus Slotted Screwdriver 1/4 in Variant 16,-- Unbranded --,Wera Tools NA Inc (WERTO),Wera Tools NA Inc,Wera®,Wera,Tools & Hardware>Hand Tools>Screwdrivers,"• Wera® Kraftform Plus Slotted Screwdriver 1/4 in
• High Durability Industrial Grade",WERA KRAFTFORM PLUS SLOTTED SCREWDR,40100155,Tip Size,1/4,in,Shank Length,4,in,Handle Material,Multi-Component,,Overall Length,8-1/2,in,Tip Type,Slotted,
GT200-SKU-157,SHOCKWAVE-V16,Shockwave Impact Duty Insert Bit PH2 Variant 16,-- Unbranded --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee®,Milwaukee,Tools & Hardware>Power Tool Accessories>Driver Bits,"• Milwaukee® Shockwave Impact Duty Insert Bit PH2
• High Durability Industrial Grade",MILWAUKEE SHOCKWAVE IMPACT DUTY INSERT B,40100156,Drive Size,1/4,in,Bit Size,PH2,,Overall Length,1,in,Material,Alloy Steel,,Shank Type,Hex,
GT200-SKU-158,5362-W-V16,Extra Heavy Duty Industrial Grade Duplex Receptacle 20A 125V Variant 16,-- Unbranded --,Leviton Mfg Co (4927),Leviton Mfg Co,Leviton®,Leviton,Electrical & Lighting>Wiring Devices>Receptacles,"• Leviton® Extra Heavy Duty Industrial Grade Duplex Receptacle 20A 125V
• High Durability Industrial Grade",LEVITON EXTRA HEAVY DUTY INDUSTRIAL GR,40100157,Voltage Rating,125,V,Amperage Rating,20,A,NEMA Configuration,5-20R,,Number of Poles,2,,Color,White,
GT200-SKU-159,AH5966Y-V16,Arrow Hart Safety Grip Heavy Duty Plug 15A 125V Variant 16,-- Unbranded --,Cooper Wiring Devices (3560),Cooper Wiring Devices,Cooper®,Cooper,Electrical & Lighting>Wiring Devices>Plugs & Connectors,"• Cooper® Arrow Hart Safety Grip Heavy Duty Plug 15A 125V
• High Durability Industrial Grade",COOPER ARROW HART SAFETY GRIP HEAVY D,40100158,Voltage Rating,125,V,Amperage Rating,15,A,NEMA Configuration,5-15P,,Number of Wires,3,,Material,Nylon,
GT200-SKU-160,TYPE-X-V16,Fire-Rated Type X Gypsum Board 5/8 in x 4 ft x 8 ft Variant 16,-- Unbranded --,Certainteed Gypsum (2765),Certainteed Gypsum,CertainTeed®,CertainTeed,Building Materials>Drywall>Gypsum Panels,"• CertainTeed® Fire-Rated Type X Gypsum Board 5/8 in x 4 ft x 8 ft
• High Durability Industrial Grade",CERTAINTEED FIRE-RATED TYPE X GYPSUM BOARD,40100159,Thickness,5/8,in,Width,4,ft,Length,8,ft,Fire Rating,Type X,,Edge Detail,Tapered,
GT200-SKU-161,PDSH4816AF-V17,PDSH4816AF Dishwasher SS Built-In Variant 17,-- Unbranded --,Appliance Dealers Cooperative (APPDE),Rheem Manufacturing,FRIGIDAIRE®,FRIGIDAIRE,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"• FRIGIDAIRE® PDSH4816AF Dishwasher SS Built-In
• High Durability Industrial Grade",FRIGIDAIRE PDSH4816AF DISHWASHER SS BUILT,40100160,Voltage Rating,120,V,Amperage Rating,15,A,Sound Level,47,dBA,Material,Stainless Steel,,Depth With Door Open,50-1/4,in
GT200-SKU-162,WDTS7024RZ-V17,WDTS7024RZ Eco Series Dishwasher SS Variant 17,-- Unbranded --,Appliance Dealers Cooperative (APPDE),Whirlpool Corporation,Whirlpool®,Whirlpool,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"• Whirlpool® WDTS7024RZ Eco Series Dishwasher SS
• High Durability Industrial Grade",WHIRLPOOL WDTS7024RZ ECO SERIES DISHWASH,40100161,Voltage Rating,120,V,Amperage Rating,10,A,Sound Level,41,dBA,Material,Stainless Steel,,Depth With Door Open,50-3/16,in
GT200-SKU-163,D0724A-V17,Framing Saw Blade 7-1/4 in 24T Variant 17,-- Unbranded --,Freud Inc (2435),Freud Inc,Diablo®,Diablo,Tools & Hardware>Power Tool Accessories>Saw Blades,"• Diablo® Framing Saw Blade 7-1/4 in 24T
• High Durability Industrial Grade",DIABLO FRAMING SAW BLADE 7-1/4 IN 24T,40100162,Blade Diameter,7-1/4,in,Number of Teeth,24,,Arbor Size,5/8,in,Kerf Thickness,0.059,in,Material,Carbide,
GT200-SKU-164,3MABR-V17,Cubitron II Cut-Off Wheel 4-1/2 in Variant 17,-- Unbranded --,3 M Co (5293),3 M Co,3M®,3M,Tools & Hardware>Abrasives>Bonded Abrasives>Cut-Off Wheels,"• 3M® Cubitron II Cut-Off Wheel 4-1/2 in
• High Durability Industrial Grade",3M CUBITRON II CUT-OFF WHEEL 4-1/,40100163,Wheel Diameter,4-1/2,in,Thickness,0.045,in,Arbor Hole Size,7/8,in,Maximum Speed,13300,rpm,Abrasive Material,Precision Shaped Grain,
GT200-SKU-165,AUTONET-V17,Abranet 6 in Grip Mesh Disc 180 Grit Variant 17,-- Unbranded --,Mirka Abrasives Inc (MIRUS),Mirka Abrasives Inc,Mirka®,Mirka,Tools & Hardware>Abrasives>Coated Abrasives>Sanding Discs,"• Mirka® Abranet 6 in Grip Mesh Disc 180 Grit
• High Durability Industrial Grade",MIRKA ABRANET 6 IN GRIP MESH DISC 18,40100164,Disc Diameter,6,in,Grit,180,,Backing Weight,Mesh,,Abrasive Material,Aluminum Oxide,,Attachment Type,Grip,
GT200-SKU-166,KRAFTFORM-V17,Kraftform Plus Slotted Screwdriver 1/4 in Variant 17,-- Unbranded --,Wera Tools NA Inc (WERTO),Wera Tools NA Inc,Wera®,Wera,Tools & Hardware>Hand Tools>Screwdrivers,"• Wera® Kraftform Plus Slotted Screwdriver 1/4 in
• High Durability Industrial Grade",WERA KRAFTFORM PLUS SLOTTED SCREWDR,40100165,Tip Size,1/4,in,Shank Length,4,in,Handle Material,Multi-Component,,Overall Length,8-1/2,in,Tip Type,Slotted,
GT200-SKU-167,SHOCKWAVE-V17,Shockwave Impact Duty Insert Bit PH2 Variant 17,-- Unbranded --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee®,Milwaukee,Tools & Hardware>Power Tool Accessories>Driver Bits,"• Milwaukee® Shockwave Impact Duty Insert Bit PH2
• High Durability Industrial Grade",MILWAUKEE SHOCKWAVE IMPACT DUTY INSERT B,40100166,Drive Size,1/4,in,Bit Size,PH2,,Overall Length,1,in,Material,Alloy Steel,,Shank Type,Hex,
GT200-SKU-168,5362-W-V17,Extra Heavy Duty Industrial Grade Duplex Receptacle 20A 125V Variant 17,-- Unbranded --,Leviton Mfg Co (4927),Leviton Mfg Co,Leviton®,Leviton,Electrical & Lighting>Wiring Devices>Receptacles,"• Leviton® Extra Heavy Duty Industrial Grade Duplex Receptacle 20A 125V
• High Durability Industrial Grade",LEVITON EXTRA HEAVY DUTY INDUSTRIAL GR,40100167,Voltage Rating,125,V,Amperage Rating,20,A,NEMA Configuration,5-20R,,Number of Poles,2,,Color,White,
GT200-SKU-169,AH5966Y-V17,Arrow Hart Safety Grip Heavy Duty Plug 15A 125V Variant 17,-- Unbranded --,Cooper Wiring Devices (3560),Cooper Wiring Devices,Cooper®,Cooper,Electrical & Lighting>Wiring Devices>Plugs & Connectors,"• Cooper® Arrow Hart Safety Grip Heavy Duty Plug 15A 125V
• High Durability Industrial Grade",COOPER ARROW HART SAFETY GRIP HEAVY D,40100168,Voltage Rating,125,V,Amperage Rating,15,A,NEMA Configuration,5-15P,,Number of Wires,3,,Material,Nylon,
GT200-SKU-170,TYPE-X-V17,Fire-Rated Type X Gypsum Board 5/8 in x 4 ft x 8 ft Variant 17,-- Unbranded --,Certainteed Gypsum (2765),Certainteed Gypsum,CertainTeed®,CertainTeed,Building Materials>Drywall>Gypsum Panels,"• CertainTeed® Fire-Rated Type X Gypsum Board 5/8 in x 4 ft x 8 ft
• High Durability Industrial Grade",CERTAINTEED FIRE-RATED TYPE X GYPSUM BOARD,40100169,Thickness,5/8,in,Width,4,ft,Length,8,ft,Fire Rating,Type X,,Edge Detail,Tapered,
GT200-SKU-171,PDSH4816AF-V18,PDSH4816AF Dishwasher SS Built-In Variant 18,-- Unbranded --,Appliance Dealers Cooperative (APPDE),Rheem Manufacturing,FRIGIDAIRE®,FRIGIDAIRE,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"• FRIGIDAIRE® PDSH4816AF Dishwasher SS Built-In
• High Durability Industrial Grade",FRIGIDAIRE PDSH4816AF DISHWASHER SS BUILT,40100170,Voltage Rating,120,V,Amperage Rating,15,A,Sound Level,47,dBA,Material,Stainless Steel,,Depth With Door Open,50-1/4,in
GT200-SKU-172,WDTS7024RZ-V18,WDTS7024RZ Eco Series Dishwasher SS Variant 18,-- Unbranded --,Appliance Dealers Cooperative (APPDE),Whirlpool Corporation,Whirlpool®,Whirlpool,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"• Whirlpool® WDTS7024RZ Eco Series Dishwasher SS
• High Durability Industrial Grade",WHIRLPOOL WDTS7024RZ ECO SERIES DISHWASH,40100171,Voltage Rating,120,V,Amperage Rating,10,A,Sound Level,41,dBA,Material,Stainless Steel,,Depth With Door Open,50-3/16,in
GT200-SKU-173,D0724A-V18,Framing Saw Blade 7-1/4 in 24T Variant 18,-- Unbranded --,Freud Inc (2435),Freud Inc,Diablo®,Diablo,Tools & Hardware>Power Tool Accessories>Saw Blades,"• Diablo® Framing Saw Blade 7-1/4 in 24T
• High Durability Industrial Grade",DIABLO FRAMING SAW BLADE 7-1/4 IN 24T,40100172,Blade Diameter,7-1/4,in,Number of Teeth,24,,Arbor Size,5/8,in,Kerf Thickness,0.059,in,Material,Carbide,
GT200-SKU-174,3MABR-V18,Cubitron II Cut-Off Wheel 4-1/2 in Variant 18,-- Unbranded --,3 M Co (5293),3 M Co,3M®,3M,Tools & Hardware>Abrasives>Bonded Abrasives>Cut-Off Wheels,"• 3M® Cubitron II Cut-Off Wheel 4-1/2 in
• High Durability Industrial Grade",3M CUBITRON II CUT-OFF WHEEL 4-1/,40100173,Wheel Diameter,4-1/2,in,Thickness,0.045,in,Arbor Hole Size,7/8,in,Maximum Speed,13300,rpm,Abrasive Material,Precision Shaped Grain,
GT200-SKU-175,AUTONET-V18,Abranet 6 in Grip Mesh Disc 180 Grit Variant 18,-- Unbranded --,Mirka Abrasives Inc (MIRUS),Mirka Abrasives Inc,Mirka®,Mirka,Tools & Hardware>Abrasives>Coated Abrasives>Sanding Discs,"• Mirka® Abranet 6 in Grip Mesh Disc 180 Grit
• High Durability Industrial Grade",MIRKA ABRANET 6 IN GRIP MESH DISC 18,40100174,Disc Diameter,6,in,Grit,180,,Backing Weight,Mesh,,Abrasive Material,Aluminum Oxide,,Attachment Type,Grip,
GT200-SKU-176,KRAFTFORM-V18,Kraftform Plus Slotted Screwdriver 1/4 in Variant 18,-- Unbranded --,Wera Tools NA Inc (WERTO),Wera Tools NA Inc,Wera®,Wera,Tools & Hardware>Hand Tools>Screwdrivers,"• Wera® Kraftform Plus Slotted Screwdriver 1/4 in
• High Durability Industrial Grade",WERA KRAFTFORM PLUS SLOTTED SCREWDR,40100175,Tip Size,1/4,in,Shank Length,4,in,Handle Material,Multi-Component,,Overall Length,8-1/2,in,Tip Type,Slotted,
GT200-SKU-177,SHOCKWAVE-V18,Shockwave Impact Duty Insert Bit PH2 Variant 18,-- Unbranded --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee®,Milwaukee,Tools & Hardware>Power Tool Accessories>Driver Bits,"• Milwaukee® Shockwave Impact Duty Insert Bit PH2
• High Durability Industrial Grade",MILWAUKEE SHOCKWAVE IMPACT DUTY INSERT B,40100176,Drive Size,1/4,in,Bit Size,PH2,,Overall Length,1,in,Material,Alloy Steel,,Shank Type,Hex,
GT200-SKU-178,5362-W-V18,Extra Heavy Duty Industrial Grade Duplex Receptacle 20A 125V Variant 18,-- Unbranded --,Leviton Mfg Co (4927),Leviton Mfg Co,Leviton®,Leviton,Electrical & Lighting>Wiring Devices>Receptacles,"• Leviton® Extra Heavy Duty Industrial Grade Duplex Receptacle 20A 125V
• High Durability Industrial Grade",LEVITON EXTRA HEAVY DUTY INDUSTRIAL GR,40100177,Voltage Rating,125,V,Amperage Rating,20,A,NEMA Configuration,5-20R,,Number of Poles,2,,Color,White,
GT200-SKU-179,AH5966Y-V18,Arrow Hart Safety Grip Heavy Duty Plug 15A 125V Variant 18,-- Unbranded --,Cooper Wiring Devices (3560),Cooper Wiring Devices,Cooper®,Cooper,Electrical & Lighting>Wiring Devices>Plugs & Connectors,"• Cooper® Arrow Hart Safety Grip Heavy Duty Plug 15A 125V
• High Durability Industrial Grade",COOPER ARROW HART SAFETY GRIP HEAVY D,40100178,Voltage Rating,125,V,Amperage Rating,15,A,NEMA Configuration,5-15P,,Number of Wires,3,,Material,Nylon,
GT200-SKU-180,TYPE-X-V18,Fire-Rated Type X Gypsum Board 5/8 in x 4 ft x 8 ft Variant 18,-- Unbranded --,Certainteed Gypsum (2765),Certainteed Gypsum,CertainTeed®,CertainTeed,Building Materials>Drywall>Gypsum Panels,"• CertainTeed® Fire-Rated Type X Gypsum Board 5/8 in x 4 ft x 8 ft
• High Durability Industrial Grade",CERTAINTEED FIRE-RATED TYPE X GYPSUM BOARD,40100179,Thickness,5/8,in,Width,4,ft,Length,8,ft,Fire Rating,Type X,,Edge Detail,Tapered,
GT200-SKU-181,PDSH4816AF-V19,PDSH4816AF Dishwasher SS Built-In Variant 19,-- Unbranded --,Appliance Dealers Cooperative (APPDE),Rheem Manufacturing,FRIGIDAIRE®,FRIGIDAIRE,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"• FRIGIDAIRE® PDSH4816AF Dishwasher SS Built-In
• High Durability Industrial Grade",FRIGIDAIRE PDSH4816AF DISHWASHER SS BUILT,40100180,Voltage Rating,120,V,Amperage Rating,15,A,Sound Level,47,dBA,Material,Stainless Steel,,Depth With Door Open,50-1/4,in
GT200-SKU-182,WDTS7024RZ-V19,WDTS7024RZ Eco Series Dishwasher SS Variant 19,-- Unbranded --,Appliance Dealers Cooperative (APPDE),Whirlpool Corporation,Whirlpool®,Whirlpool,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"• Whirlpool® WDTS7024RZ Eco Series Dishwasher SS
• High Durability Industrial Grade",WHIRLPOOL WDTS7024RZ ECO SERIES DISHWASH,40100181,Voltage Rating,120,V,Amperage Rating,10,A,Sound Level,41,dBA,Material,Stainless Steel,,Depth With Door Open,50-3/16,in
GT200-SKU-183,D0724A-V19,Framing Saw Blade 7-1/4 in 24T Variant 19,-- Unbranded --,Freud Inc (2435),Freud Inc,Diablo®,Diablo,Tools & Hardware>Power Tool Accessories>Saw Blades,"• Diablo® Framing Saw Blade 7-1/4 in 24T
• High Durability Industrial Grade",DIABLO FRAMING SAW BLADE 7-1/4 IN 24T,40100182,Blade Diameter,7-1/4,in,Number of Teeth,24,,Arbor Size,5/8,in,Kerf Thickness,0.059,in,Material,Carbide,
GT200-SKU-184,3MABR-V19,Cubitron II Cut-Off Wheel 4-1/2 in Variant 19,-- Unbranded --,3 M Co (5293),3 M Co,3M®,3M,Tools & Hardware>Abrasives>Bonded Abrasives>Cut-Off Wheels,"• 3M® Cubitron II Cut-Off Wheel 4-1/2 in
• High Durability Industrial Grade",3M CUBITRON II CUT-OFF WHEEL 4-1/,40100183,Wheel Diameter,4-1/2,in,Thickness,0.045,in,Arbor Hole Size,7/8,in,Maximum Speed,13300,rpm,Abrasive Material,Precision Shaped Grain,
GT200-SKU-185,AUTONET-V19,Abranet 6 in Grip Mesh Disc 180 Grit Variant 19,-- Unbranded --,Mirka Abrasives Inc (MIRUS),Mirka Abrasives Inc,Mirka®,Mirka,Tools & Hardware>Abrasives>Coated Abrasives>Sanding Discs,"• Mirka® Abranet 6 in Grip Mesh Disc 180 Grit
• High Durability Industrial Grade",MIRKA ABRANET 6 IN GRIP MESH DISC 18,40100184,Disc Diameter,6,in,Grit,180,,Backing Weight,Mesh,,Abrasive Material,Aluminum Oxide,,Attachment Type,Grip,
GT200-SKU-186,KRAFTFORM-V19,Kraftform Plus Slotted Screwdriver 1/4 in Variant 19,-- Unbranded --,Wera Tools NA Inc (WERTO),Wera Tools NA Inc,Wera®,Wera,Tools & Hardware>Hand Tools>Screwdrivers,"• Wera® Kraftform Plus Slotted Screwdriver 1/4 in
• High Durability Industrial Grade",WERA KRAFTFORM PLUS SLOTTED SCREWDR,40100185,Tip Size,1/4,in,Shank Length,4,in,Handle Material,Multi-Component,,Overall Length,8-1/2,in,Tip Type,Slotted,
GT200-SKU-187,SHOCKWAVE-V19,Shockwave Impact Duty Insert Bit PH2 Variant 19,-- Unbranded --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee®,Milwaukee,Tools & Hardware>Power Tool Accessories>Driver Bits,"• Milwaukee® Shockwave Impact Duty Insert Bit PH2
• High Durability Industrial Grade",MILWAUKEE SHOCKWAVE IMPACT DUTY INSERT B,40100186,Drive Size,1/4,in,Bit Size,PH2,,Overall Length,1,in,Material,Alloy Steel,,Shank Type,Hex,
GT200-SKU-188,5362-W-V19,Extra Heavy Duty Industrial Grade Duplex Receptacle 20A 125V Variant 19,-- Unbranded --,Leviton Mfg Co (4927),Leviton Mfg Co,Leviton®,Leviton,Electrical & Lighting>Wiring Devices>Receptacles,"• Leviton® Extra Heavy Duty Industrial Grade Duplex Receptacle 20A 125V
• High Durability Industrial Grade",LEVITON EXTRA HEAVY DUTY INDUSTRIAL GR,40100187,Voltage Rating,125,V,Amperage Rating,20,A,NEMA Configuration,5-20R,,Number of Poles,2,,Color,White,
GT200-SKU-189,AH5966Y-V19,Arrow Hart Safety Grip Heavy Duty Plug 15A 125V Variant 19,-- Unbranded --,Cooper Wiring Devices (3560),Cooper Wiring Devices,Cooper®,Cooper,Electrical & Lighting>Wiring Devices>Plugs & Connectors,"• Cooper® Arrow Hart Safety Grip Heavy Duty Plug 15A 125V
• High Durability Industrial Grade",COOPER ARROW HART SAFETY GRIP HEAVY D,40100188,Voltage Rating,125,V,Amperage Rating,15,A,NEMA Configuration,5-15P,,Number of Wires,3,,Material,Nylon,
GT200-SKU-190,TYPE-X-V19,Fire-Rated Type X Gypsum Board 5/8 in x 4 ft x 8 ft Variant 19,-- Unbranded --,Certainteed Gypsum (2765),Certainteed Gypsum,CertainTeed®,CertainTeed,Building Materials>Drywall>Gypsum Panels,"• CertainTeed® Fire-Rated Type X Gypsum Board 5/8 in x 4 ft x 8 ft
• High Durability Industrial Grade",CERTAINTEED FIRE-RATED TYPE X GYPSUM BOARD,40100189,Thickness,5/8,in,Width,4,ft,Length,8,ft,Fire Rating,Type X,,Edge Detail,Tapered,
GT200-SKU-191,PDSH4816AF-V20,PDSH4816AF Dishwasher SS Built-In Variant 20,-- Unbranded --,Appliance Dealers Cooperative (APPDE),Rheem Manufacturing,FRIGIDAIRE®,FRIGIDAIRE,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"• FRIGIDAIRE® PDSH4816AF Dishwasher SS Built-In
• High Durability Industrial Grade",FRIGIDAIRE PDSH4816AF DISHWASHER SS BUILT,40100190,Voltage Rating,120,V,Amperage Rating,15,A,Sound Level,47,dBA,Material,Stainless Steel,,Depth With Door Open,50-1/4,in
GT200-SKU-192,WDTS7024RZ-V20,WDTS7024RZ Eco Series Dishwasher SS Variant 20,-- Unbranded --,Appliance Dealers Cooperative (APPDE),Whirlpool Corporation,Whirlpool®,Whirlpool,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"• Whirlpool® WDTS7024RZ Eco Series Dishwasher SS
• High Durability Industrial Grade",WHIRLPOOL WDTS7024RZ ECO SERIES DISHWASH,40100191,Voltage Rating,120,V,Amperage Rating,10,A,Sound Level,41,dBA,Material,Stainless Steel,,Depth With Door Open,50-3/16,in
GT200-SKU-193,D0724A-V20,Framing Saw Blade 7-1/4 in 24T Variant 20,-- Unbranded --,Freud Inc (2435),Freud Inc,Diablo®,Diablo,Tools & Hardware>Power Tool Accessories>Saw Blades,"• Diablo® Framing Saw Blade 7-1/4 in 24T
• High Durability Industrial Grade",DIABLO FRAMING SAW BLADE 7-1/4 IN 24T,40100192,Blade Diameter,7-1/4,in,Number of Teeth,24,,Arbor Size,5/8,in,Kerf Thickness,0.059,in,Material,Carbide,
GT200-SKU-194,3MABR-V20,Cubitron II Cut-Off Wheel 4-1/2 in Variant 20,-- Unbranded --,3 M Co (5293),3 M Co,3M®,3M,Tools & Hardware>Abrasives>Bonded Abrasives>Cut-Off Wheels,"• 3M® Cubitron II Cut-Off Wheel 4-1/2 in
• High Durability Industrial Grade",3M CUBITRON II CUT-OFF WHEEL 4-1/,40100193,Wheel Diameter,4-1/2,in,Thickness,0.045,in,Arbor Hole Size,7/8,in,Maximum Speed,13300,rpm,Abrasive Material,Precision Shaped Grain,
GT200-SKU-195,AUTONET-V20,Abranet 6 in Grip Mesh Disc 180 Grit Variant 20,-- Unbranded --,Mirka Abrasives Inc (MIRUS),Mirka Abrasives Inc,Mirka®,Mirka,Tools & Hardware>Abrasives>Coated Abrasives>Sanding Discs,"• Mirka® Abranet 6 in Grip Mesh Disc 180 Grit
• High Durability Industrial Grade",MIRKA ABRANET 6 IN GRIP MESH DISC 18,40100194,Disc Diameter,6,in,Grit,180,,Backing Weight,Mesh,,Abrasive Material,Aluminum Oxide,,Attachment Type,Grip,
GT200-SKU-196,KRAFTFORM-V20,Kraftform Plus Slotted Screwdriver 1/4 in Variant 20,-- Unbranded --,Wera Tools NA Inc (WERTO),Wera Tools NA Inc,Wera®,Wera,Tools & Hardware>Hand Tools>Screwdrivers,"• Wera® Kraftform Plus Slotted Screwdriver 1/4 in
• High Durability Industrial Grade",WERA KRAFTFORM PLUS SLOTTED SCREWDR,40100195,Tip Size,1/4,in,Shank Length,4,in,Handle Material,Multi-Component,,Overall Length,8-1/2,in,Tip Type,Slotted,
GT200-SKU-197,SHOCKWAVE-V20,Shockwave Impact Duty Insert Bit PH2 Variant 20,-- Unbranded --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee®,Milwaukee,Tools & Hardware>Power Tool Accessories>Driver Bits,"• Milwaukee® Shockwave Impact Duty Insert Bit PH2
• High Durability Industrial Grade",MILWAUKEE SHOCKWAVE IMPACT DUTY INSERT B,40100196,Drive Size,1/4,in,Bit Size,PH2,,Overall Length,1,in,Material,Alloy Steel,,Shank Type,Hex,
GT200-SKU-198,5362-W-V20,Extra Heavy Duty Industrial Grade Duplex Receptacle 20A 125V Variant 20,-- Unbranded --,Leviton Mfg Co (4927),Leviton Mfg Co,Leviton®,Leviton,Electrical & Lighting>Wiring Devices>Receptacles,"• Leviton® Extra Heavy Duty Industrial Grade Duplex Receptacle 20A 125V
• High Durability Industrial Grade",LEVITON EXTRA HEAVY DUTY INDUSTRIAL GR,40100197,Voltage Rating,125,V,Amperage Rating,20,A,NEMA Configuration,5-20R,,Number of Poles,2,,Color,White,
GT200-SKU-199,AH5966Y-V20,Arrow Hart Safety Grip Heavy Duty Plug 15A 125V Variant 20,-- Unbranded --,Cooper Wiring Devices (3560),Cooper Wiring Devices,Cooper®,Cooper,Electrical & Lighting>Wiring Devices>Plugs & Connectors,"• Cooper® Arrow Hart Safety Grip Heavy Duty Plug 15A 125V
• High Durability Industrial Grade",COOPER ARROW HART SAFETY GRIP HEAVY D,40100198,Voltage Rating,125,V,Amperage Rating,15,A,NEMA Configuration,5-15P,,Number of Wires,3,,Material,Nylon,
